"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Nucks1",-0.280707483286096,5.27217455543301,-1.64071885798268,0.145625830644884,0.492295064880722,-5.35902913544936
"Pcnp",-0.219211479255446,4.37845174958547,-1.63911642957312,0.145961889826481,0.493275864297169,-5.36114227911644
"Mus81",0.273644305651891,3.02214379161764,1.63765183266231,0.146269679725154,0.494108516582358,-5.36307289479411
"Dopey1",0.269322354016167,2.6522201645759,1.63750634804673,0.146300287032765,0.494108516582358,-5.36326463092532
"Hexdc",0.294110929325025,1.97639922074278,1.63705515236908,0.146395248591653,0.494273803795772,-5.36385922163624
"Mras",-0.532859516254755,3.32546331336957,-1.63607979636738,0.146600725983503,0.494713090461839,-5.36514431802937
"Mapk8ip3",0.197871379884803,3.99070999950202,1.63595776071971,0.146626454161708,0.494713090461839,-5.36530508512172
"Fam149a",-0.289423128385449,1.68893266788755,-1.63578186130532,0.146663545626675,0.494713090461839,-5.36553680215995
"Epm2aip1",0.262276233946205,3.67838723976456,1.63515937404911,0.146794878638628,0.49493855665756,-5.36635673598698
"Trappc8",0.279609471394903,3.71037662513022,1.63502826095965,0.146822555075511,0.49493855665756,-5.36652941981477
"Uckl1",-0.483221861136487,1.82331656183989,-1.63475696471619,0.146879838074557,0.494943142282718,-5.3668867145106
"Lonrf3",-0.376750329697288,1.16346334056858,-1.63455068676556,0.146923406775978,0.494943142282718,-5.36715836375147
"Cd2bp2",-0.209268569387651,3.61055070110234,-1.63436721982319,0.146962167666628,0.494943142282718,-5.36739996066685
"Dnmt1",-0.409585236795388,3.41114799330375,-1.63390461033113,0.147059945323673,0.495103558755403,-5.36800909265299
"Clcn2",0.221454221782245,2.10535493693501,1.63370573886595,0.147101997764291,0.495103558755403,-5.36827093009437
"Rcc2",0.220146120924549,5.44960674883519,1.63278821854681,0.147296158421167,0.495404207922783,-5.3694787758142
"Usp33",0.2272684121347,4.04065056051232,1.63273261073237,0.147307933563298,0.495404207922783,-5.36955196993645
"Mrpl55",0.410204949648811,3.03248485391708,1.6326298029461,0.147329705782623,0.495404207922783,-5.36968728849576
"2310039H08Rik",0.275641275578462,3.57170222355946,1.63175876425213,0.14751429194428,0.495708546844437,-5.37083362811743
"Adam12",-0.268386330206818,1.4903390255851,-1.6316423552962,0.147538977163358,0.495708546844437,-5.37098680948182
"Cbx8",0.284402387817573,2.39228025605257,1.63146137338559,0.147577363155312,0.495708546844437,-5.37122495243543
"5730419I09Rik",-0.234161619389619,2.12985780003141,-1.6309826968188,0.147678934862987,0.495708546844437,-5.37185475883587
"Frg1",-0.270398078105738,3.93396109148571,-1.63077762036601,0.147722470649157,0.495708546844437,-5.37212455864499
"Gan",0.198633419334311,1.39692233855163,1.63067372591765,0.147744531045453,0.495708546844437,-5.37226123724564
"Svop",-0.58252143089879,2.28380787159177,-1.63057503201134,0.147765490045692,0.495708546844437,-5.37239107079781
"Psmd9",-0.206342975433764,3.07620981710998,-1.63029913685095,0.147824094937447,0.495708546844437,-5.37275399778407
"Ccnyl1",-0.34352233358371,1.58631458255877,-1.63024492868093,0.147835612247927,0.495708546844437,-5.37282530295819
"Mterfd1",-0.207385173017384,3.36592163426395,-1.62950528976512,0.147992843275182,0.495958322070493,-5.37379811875821
"Rhebl1",0.527792820982562,1.36203747760957,1.62946007430832,0.148002460170943,0.495958322070493,-5.37385758258295
"Fam96b",0.337338983264571,3.95955868658066,1.62921521757234,0.148054549031593,0.495978121210015,-5.37417958664617
"Arcn1",0.209102541751348,5.05218684618649,1.62871455183342,0.148161110120486,0.496180331367016,-5.37483793299393
"Slc35a4",0.243612462884879,3.81035652476789,1.62712612335167,0.148499665075761,0.496933561986102,-5.37692604743203
"Ppp2ca",0.221468759085599,7.07879785307751,1.62703492775638,0.148519124328502,0.496933561986102,-5.37704590458044
"Robo1",-0.322465772671119,2.73228231462713,-1.62689038651174,0.14854997133105,0.496933561986102,-5.37723586726697
"Frzb",-0.324607736319075,0.9759828549366,-1.62668334751432,0.148594166628778,0.496933561986102,-5.37750795466759
"Fam100b",0.261043084137331,2.39965812782236,1.62602206815713,0.148735408211902,0.496933561986102,-5.3783768975511
"Stag3",-0.358630831088906,1.26503523840884,-1.6260102054394,0.148737943097969,0.496933561986102,-5.37839248416116
"Prss35",-1.16265173259031,1.52031073397875,-1.62572895421909,0.148798054144408,0.496933561986102,-5.37876201015106
"Zfp57",-0.51555104236622,2.0350668813704,-1.62554484344274,0.148837415950133,0.496933561986102,-5.37900389181251
"Lnpep",-0.228905013984163,3.55069125587126,-1.6255204895411,0.148842623401716,0.496933561986102,-5.37903588667548
"Gyk",-0.382956132418279,1.83592399700209,-1.62549197133004,0.148848721499934,0.496933561986102,-5.37907335212391
"Atg13",0.244027393626669,2.48672226784963,1.62466757979649,0.149025103710218,0.497367810393952,-5.38015626356236
"Cntf",-0.25106142290894,1.00591121124326,-1.62304053089369,0.149373792294662,0.498301814459786,-5.38229283930802
"Trnau1ap",0.299357766182364,3.19709485142536,1.62292886684466,0.149397750703958,0.498301814459786,-5.38243943809475
"Ppp2r2d",-0.212049981724273,3.47099887258346,-1.62253047344283,0.149483258481519,0.498309114532046,-5.38296243554204
"Slc36a4",0.306603497187157,2.43973739129641,1.62248633705011,0.149492734359614,0.498309114532046,-5.3830203728886
"ORF19",0.202805997192078,2.38391320086601,1.62219810818492,0.14955462957792,0.498360757575816,-5.38339871087932
"Lrrc42",0.212535576005799,4.45483018762528,1.62191617314643,0.149615196438433,0.498407943470461,-5.38376875920115
"BC016423",-0.339389955835769,3.35813911140678,-1.62124277304934,0.149759952896002,0.498628807727592,-5.3846525044017
"Arvcf",-0.527077682301336,3.30300025958479,-1.62105512394531,0.14980031394694,0.498628807727592,-5.3848987397157
"Dcaf6",0.206649015871046,3.18232448643647,1.62077132029343,0.149861376011574,0.498628807727592,-5.38527112661942
"Nudt16l1",0.223071870625798,4.13762534123109,1.62055108357958,0.149908777311537,0.498628807727592,-5.38556008600638
"Tmem56",0.325840147632161,1.43404173102409,1.62051250906466,0.149917081104223,0.498628807727592,-5.38561069555886
"Kank4",-1.01465145533043,1.58582689923178,-1.62022249156966,0.149979525873554,0.498628807727592,-5.38599118016198
"Taf12",-0.290644986371198,3.18505904619631,-1.6195777849648,0.150118427268886,0.498628807727592,-5.38683688837913
"Lrrc14",0.290316553529086,2.78483584759427,1.61946350950663,0.150143060352473,0.498628807727592,-5.38698677647879
"Immt",-0.279601475638833,5.03215960653252,-1.61942141051523,0.150152136114474,0.498628807727592,-5.38704199398042
"Dach2",0.44073167277891,2.53662148072227,1.61931417901278,0.15017525555616,0.498628807727592,-5.38718263718105
"Actn4",0.277346711669009,3.47849361735255,1.61923561301045,0.150192196741039,0.498628807727592,-5.38728568057754
"Cxxc5",-0.228156599132268,3.22517587113796,-1.61792047400251,0.150476045610022,0.499363923198515,-5.38901023055293
"Gabra4",-1.38205080711702,2.71956786526536,-1.61777898825161,0.15050661260648,0.499363923198515,-5.38919572533057
"Thap11",-0.190940153444474,3.75476142696325,-1.61721882774142,0.150627688324886,0.499611294814477,-5.38993005387814
"Fbf1",-0.200728389998292,2.75637956307456,-1.61594363192911,0.150903654782936,0.499949988118579,-5.39160132639283
"Il15ra",-0.461186476842843,0.996951109505404,-1.61593318200015,0.150905918214008,0.499949988118579,-5.39161501969909
"Surf4",0.344267674863178,5.02780374009445,1.61586353795467,0.150921003767802,0.499949988118579,-5.39170627839793
"Zfp687",-0.21587555029634,2.70342601263204,-1.61583730664739,0.150926686080527,0.499949988118579,-5.39174065038095
"Ovca2",-0.214393890612437,2.75222558400663,-1.61544390047674,0.151011931019878,0.499949988118579,-5.39225611775181
"3110057O12Rik",0.257971731800344,2.12277127433126,1.61509985955901,0.151086516163824,0.499949988118579,-5.39270685846311
"Hnrnpm",-0.300117687661091,5.5068649774447,-1.61509716112391,0.151087101297639,0.499949988118579,-5.39271039361669
"Actr1b",0.194394141172989,4.4305718603085,1.61502752014509,0.151102203112934,0.499949988118579,-5.39280162766007
"Miip",-0.206962054561849,1.49688308910983,-1.61459994866427,0.151194953947263,0.500102804248107,-5.39336173536511
"Dhrs7",0.661864775434496,4.10840036513854,1.61436191741835,0.151246611864117,0.500119646373344,-5.3936735220958
"Calm2",-0.310758830978378,5.96988756662974,-1.61398341149924,0.151328789779418,0.500237366029839,-5.39416926903246
"Dhrs4",-0.795795650259388,1.55997913874116,-1.61327597138811,0.151482494887862,0.50059138310635,-5.39509570000568
"Brap",0.193435072099199,3.48883087024184,1.61281133443552,0.15158352563183,0.50074366015346,-5.39570407032193
"Csde1",-0.214982695111415,6.24232198819462,-1.6126352801261,0.151621823353729,0.50074366015346,-5.39593456617593
"Dpy30",-0.317061184957856,4.18364656261539,-1.61203384586184,0.151752723680696,0.501021903575369,-5.39672189963259
"E2f5",-0.258580305180661,3.14995126922777,-1.6111228183019,0.151951207084169,0.501523037518125,-5.39791427402461
"Nkain1",-0.26299781127453,3.48460994476847,-1.61072376997527,0.152038223120973,0.501627462345038,-5.39843646466054
"Hmgn1",-0.236799478812535,6.8331297567614,-1.61033547285251,0.152122939426039,0.501627462345038,-5.39894453180514
"Kdelr2",0.256609924254378,5.35709633767855,1.61010190828992,0.152173918348818,0.501627462345038,-5.39925011328081
"Paip2",-0.298763981968346,5.646359297385,-1.60999174899949,0.152197967779538,0.501627462345038,-5.39939423214067
"2310047B19Rik",-0.280050880851102,2.48716545235117,-1.60983047908978,0.152233181827578,0.501627462345038,-5.39960521002262
"Angptl6",-0.382489888418369,1.6088716978552,-1.60969356117033,0.152263084473447,0.501627462345038,-5.39978432264069
"Spon1",-0.529800333794045,5.49978838640314,-1.60933504441713,0.152341409915593,0.50173159843406,-5.40025329358388
"Ipo13",-0.252330040152324,3.17925165557669,-1.60869417296126,0.15248151533206,0.50203907868373,-5.40109149433
"Pddc1",0.371057380687079,3.27261483875303,1.60833937416615,0.152559132106931,0.502045947010283,-5.40155547518092
"Zfp414",0.217235884855533,2.97190904272303,1.60825729934157,0.152577092275751,0.502045947010283,-5.40166280042746
"Eif2b4",-0.219521831268336,3.17778399266552,-1.60745690617122,0.152752343212692,0.502468657306067,-5.40270930895437
"Eif5b",-0.211736525719391,2.51750824298586,-1.60568172643702,0.153141700070216,0.503595180267643,-5.40502952358196
"Ube2l6",-0.510150817458939,0.958173489381621,-1.60474289131368,0.153347992438788,0.50411920379326,-5.40625615191432
"Calcrl",-0.455747381445351,4.52727335084106,-1.60388361684051,0.153537029913124,0.504508074173587,-5.40737855255976
"Sars2",0.344904242163312,2.52827538966342,1.6037782179945,0.153560232260098,0.504508074173587,-5.40751620820481
"Icmt",0.276173367619341,2.63814058384776,1.60341862380841,0.153639417405435,0.504613866340785,-5.40798582425992
"Spats2",0.291546293755362,3.95063969215067,1.60316120955158,0.153696125200627,0.504645791701233,-5.40832196862865
"Dgkq",0.222745511209103,1.97974663841142,1.60239166030386,0.153865771612313,0.504963591708552,-5.40932674167564
"Polh",0.299305296326813,2.51513652265895,1.60209204577206,0.153931868559974,0.504963591708552,-5.40971787981063
