"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Cep250",-0.10837616318588,1.88199597893832,-0.74042475823167,0.483548198984236,0.796714163843143,-6.33727614112095
"Rasa1",-0.0931262857882674,3.34992714181568,-0.740294665196054,0.483622208759232,0.796714163843143,-6.33737645125166
"Zfp691",0.109540742399438,2.1455412162722,0.740267067986427,0.483637909751569,0.796714163843143,-6.33739772855675
"Atxn7",-0.166438351701901,1.83406274447774,-0.740154298021039,0.483702071961336,0.796714163843143,-6.33748466660938
"Folh1",0.337510898616061,0.888821446096163,0.739945237606289,0.483821035136447,0.796714163843143,-6.33764580834342
"Pcyox1l",-0.180072377275215,3.09435472793937,-0.739940419132159,0.483823777258194,0.796714163843143,-6.33764952192033
"Tubb6",-0.182075113874777,2.23179150382581,-0.739918595103269,0.483836197117352,0.796714163843143,-6.33766634134648
"Tmem109",-0.120271314260547,2.18795108920674,-0.739772629886765,0.483919270083946,0.796714163843143,-6.33777882353878
"Irgq",0.123220252421893,2.69445549094105,0.739755124230699,0.483929233691147,0.796714163843143,-6.33779231229823
"5430417L22Rik",-0.119336007193608,3.03274652266741,-0.739582598225817,0.484027436782154,0.796714163843143,-6.3379252354932
"Zfp865",0.128496759049612,2.18358043046943,0.739435128375124,0.484111388262698,0.796714163843143,-6.33803883320699
"Nup133",-0.138849056066453,2.48636334482642,-0.73918418472996,0.484254267524023,0.796714163843143,-6.33823209370547
"Ddi2",0.095102397326727,2.97367017886919,0.739146107594517,0.48427594988109,0.796714163843143,-6.33826141336966
"Atp6v1g2",0.111950735321585,1.33382816772562,0.739066728081605,0.484321153234798,0.796714163843143,-6.3383225320287
"Magoh",-0.105104589288435,5.14144226386157,-0.738991703952735,0.484363878963959,0.796714163843143,-6.33838029210805
"Rbbp7",-0.0901210661072256,4.22365727520779,-0.738884246556105,0.484425079596301,0.796714163843143,-6.33846301344528
"Tmem86a",-0.2307536902414,2.20285617920047,-0.738852001681584,0.484443445151945,0.796714163843143,-6.33848783374475
"Pdia4",-0.274670184791971,5.81348649064831,-0.738766159891259,0.484492339904458,0.796714163843143,-6.33855390546041
"Mafg",-0.16005569473071,3.09818532894198,-0.738734628553005,0.48451030071247,0.796714163843143,-6.33857817323139
"Rai1",0.113005915113318,1.70600260622556,0.738721647658563,0.484517694988569,0.796714163843143,-6.33858816358769
"Pitpna",-0.103505254235307,4.09557214199748,-0.738653508663682,0.484556510076668,0.796714163843143,-6.3386406022744
"Mapk7",-0.127635642606861,2.75063495593765,-0.738361071326766,0.484723119301872,0.796866110715155,-6.33886561068921
"2410015M20Rik",0.114855240433028,4.96177720590227,0.738166220768585,0.48483415197536,0.796926659353438,-6.3390154913945
"Ino80e",0.173385995957166,2.87684468819146,0.738012840243533,0.484921565494488,0.796948372365846,-6.33913344933243
"Rai12",-0.0953471443032816,4.37885505163844,-0.737273023931259,0.485343343745932,0.797329004801889,-6.33970211532622
"Hist2h3c1",0.24115300573347,2.46948547093422,0.737244205003006,0.485359778710022,0.797329004801889,-6.33972425741748
"2310061C15Rik",-0.149751351459849,2.24679859020811,-0.737198924445648,0.485385602221062,0.797329004801889,-6.3397590457814
"Prune",-0.1125053789822,2.56779288477203,-0.737085789938266,0.485450126852845,0.797329004801889,-6.33984595735768
"Ehbp1",-0.101122950264119,2.65663151164388,-0.736921891702657,0.48554361397524,0.797332867669108,-6.33997184623704
"Msl3",-0.114832250670041,3.06254049001838,-0.736792975919534,0.485617155621438,0.797332867669108,-6.34007084864516
"Gart",0.163486670499776,3.82412880440698,0.736690961533414,0.485675356280171,0.797332867669108,-6.34014918135837
"Sin3b",0.148389040124697,5.23827825128473,0.736119155922164,0.48600166547346,0.797332867669108,-6.34058807682112
"Cldn12",-0.124406196081413,4.22580558546222,-0.736062725654999,0.486033876134887,0.797332867669108,-6.34063137474452
"Rnf130",0.201612080529574,4.54917271692189,0.736035242065587,0.486049564411172,0.797332867669108,-6.34065246138238
"Mtif3",-0.137955313386786,1.6058167026823,-0.735976353948345,0.486083180261685,0.797332867669108,-6.34069764072053
"Accs",-0.172501261893687,1.80040349372423,-0.735896162681559,0.486128959346735,0.797332867669108,-6.34075915902191
"Ercc5",-0.131834537659925,3.26209258255481,-0.735732609302367,0.48622233656063,0.797332867669108,-6.34088461043232
"Trip6",0.156697542882715,1.32940226860404,0.735727804351323,0.486225080022441,0.797332867669108,-6.34088829564614
"Creld1",-0.172167690039914,3.03488885736198,-0.735650685059612,0.486269113895033,0.797332867669108,-6.34094744039181
"Cdc16",0.098398968005066,5.0423677027701,0.735109154028302,0.486578394096667,0.797655892374414,-6.34136260561417
"Dscr3",0.149418176824039,3.8877683792121,0.735010891746994,0.486634527850574,0.797655892374414,-6.34143791056764
"Dip2b",0.245299648719241,3.96377954569203,0.734641339527687,0.486845678462923,0.797655892374414,-6.34172104637181
"Xpa",-0.115469361222044,3.56356171017303,-0.734601322838076,0.486868546405238,0.797655892374414,-6.34175169824578
"Nfs1",-0.173043496458881,3.59735099662179,-0.734572530706449,0.486885000401939,0.797655892374414,-6.34177375148384
"9030617O03Rik",-0.409442766118597,2.44252355719249,-0.734504569258105,0.486923840167828,0.797655892374414,-6.34182580341035
"Armc6",0.130419619387301,2.78251052581422,0.734395802537024,0.486986004310897,0.797655892374414,-6.34190909971022
"Eif4a1",0.148842108856475,5.19879388069984,0.734235573027131,0.487077590920058,0.797683769082995,-6.34203178836875
"Snrpd1",0.116862028586731,4.06715483350935,0.734013828230385,0.48720435832451,0.797683769082995,-6.34220154201214
"Pgd",0.127048059964277,4.62484354230828,0.733840426382766,0.487303504229469,0.797683769082995,-6.34233425694337
"Snx8",-0.09955488791708,2.91810082347932,-0.733739173537118,0.487361403726283,0.797683769082995,-6.34241173951976
"Bckdhb",0.141180425322516,3.71087114841831,0.733716473739061,0.487374384797264,0.797683769082995,-6.3424291090291
"Gigyf2",-0.0923380175488149,3.44415097538702,-0.733505240064929,0.487495191567428,0.797759920376989,-6.34259071957831
"Capn5",-0.299337872863284,2.91290300071121,-0.733193157101985,0.487673711504052,0.797802584864932,-6.3428294152674
"Gpr108",0.126132714215028,2.45584145232495,0.732991190846879,0.487789264823465,0.797802584864932,-6.34298384238625
"Ube2d3",-0.0923558370450772,5.23105069657069,-0.732947104433937,0.487814490916133,0.797802584864932,-6.34301754684748
"Slc25a16",-0.0913848049569345,2.71220153938895,-0.73294027955674,0.487818396164619,0.797802584864932,-6.34302276437333
"Ube3b",0.108068875479414,3.80173607843505,0.732533381056246,0.488051264194104,0.798061902777814,-6.34333375789931
"Psma1",0.0961414046930025,5.15087703557647,0.732156568302881,0.488266979930708,0.798178689924417,-6.3436216254948
"Fam82a2",0.0899882442647921,3.20918974414068,0.732071671233904,0.488315590078158,0.798178689924417,-6.34368646551317
"Zcchc14",0.0943053607333563,3.18214012607036,0.732019192534334,0.48834563980385,0.798178689924417,-6.3437265428402
"Recql",-0.10776398604069,2.52030220936446,-0.731111014224946,0.488865864290627,0.798884223598677,-6.3444197191035
"Ccdc85b",0.126927082499929,1.79360875487979,0.731005950289806,0.488926070923101,0.798884223598677,-6.3444998628388
"Clcn4-2",0.179293878146595,3.73448474419001,0.730534574219593,0.48919625232048,0.799178416976538,-6.3448593118803
"Cadm3",-0.170342471778465,2.3696366847601,-0.730432200828408,0.489254943353886,0.799178416976538,-6.34493735082394
"Atad1",-0.102301597157485,5.14549399377786,-0.729687012793343,0.489682302895132,0.799657055129375,-6.34550512425943
"Cacnb3",-0.210529310920588,3.14245535234066,-0.729560848953429,0.489754681338233,0.799657055129375,-6.34560120200506
"Tmed10",-0.106472943449981,4.19785466747035,-0.729525902644892,0.489774730802875,0.799657055129375,-6.34562781221349
"Ankhd1",-0.0932199292601628,3.07333413270966,-0.729402056833575,0.489845788239866,0.799657055129375,-6.34572210705579
"Tmed7",0.10301638589754,5.24506083432355,0.729239478497295,0.48993907910527,0.799687797810121,-6.34584587166883
"Srp72",-0.0843988313855725,4.48629260508031,-0.728979705279338,0.490088166843294,0.799726012619501,-6.3460435781018
"B330016D10Rik",-0.145527841776053,1.16920072075601,-0.728783569695916,0.490200751881019,0.799726012619501,-6.34619281178356
"Tmem59",-0.104204025080362,6.51422353856946,-0.728661656744463,0.490270740536497,0.799726012619501,-6.34628555440788
"Park2",-0.119191728788428,1.12290969574821,-0.728571806956027,0.490322326374781,0.799726012619501,-6.346353897197
"Snapc5",-0.216295038482059,2.8235790884282,-0.728550075255973,0.490334803826761,0.799726012619501,-6.34637042598233
"Hcfc1r1",0.261716077255208,3.53231739620569,0.728409773617453,0.490415364336334,0.799735957025847,-6.34647712704136
"Pex3",-0.181379461639246,3.29067754952032,-0.728136137574276,0.490572509993237,0.799753353412887,-6.34668517999278
"LOC106740",0.0991132051479387,2.86541971013747,0.72813186831515,0.490574962037626,0.799753353412887,-6.34668842549796
"Rrbp1",0.246145747600554,3.99839148814967,0.727473378818474,0.490953261807338,0.80011380201315,-6.34718881679167
"Nexn",-0.142083324793969,1.08546566108551,-0.727376796794563,0.491008764034382,0.80011380201315,-6.34726217769328
"Epdr1",-0.256111761546648,4.3128374284919,-0.727358011931451,0.491019559503601,0.80011380201315,-6.34727644516313
"Zfp507",0.101091480140544,2.782540188635,0.727209303060542,0.491105026511596,0.800131672441527,-6.34738938133745
"9930021J03Rik",-0.0930004999864673,2.56044805539914,-0.726978410890883,0.491237745964965,0.800226511703886,-6.34756469207988
"Nup88",0.124824316211254,4.27306537959216,0.726587598194421,0.491462443563052,0.800364501401785,-6.34786131811106
"Eif3f",0.130195783718979,5.92936577568041,0.726571852728656,0.491471497834709,0.800364501401785,-6.34787326602993
"Clptm1l",0.12820300501615,4.87858669252828,0.725789914899077,0.491921281910576,0.8008619779024,-6.34846633487205
"Mcc",-0.283642170096303,1.75848296844598,-0.725781516376849,0.491926114359603,0.8008619779024,-6.3484727018543
"Aven",0.148021369943652,2.61101133346512,0.725303546266854,0.492201186548652,0.80090736609965,-6.34883495072344
"Tmem161b",-0.119348869060893,2.8296632188862,-0.72527813515987,0.49221581350276,0.80090736609965,-6.34885420383891
"Camk1",0.279127774313268,5.05336957366155,0.725232555871333,0.492242050235546,0.80090736609965,-6.34888873624133
"Zfp553",-0.115226549455113,2.64127259209522,-0.725214778941326,0.492252283391414,0.80090736609965,-6.34890220413841
"Tram1",0.142392130709092,4.67029762057102,0.725004930099604,0.492373091905405,0.800921487598901,-6.34906116539993
"Atg16l1",0.112347163391977,2.90902805346863,0.724940634907872,0.492410110113179,0.800921487598901,-6.34910986136625
"2500003M10Rik",0.122243241464066,5.95479090487941,0.724727334025925,0.492532932078217,0.800999953137499,-6.34927138497497
"Peg13",0.385921482816782,1.98050016416417,0.724560725617942,0.492628881845913,0.801034699625299,-6.34939752208931
"Asap1",-0.125084909464624,2.66277955097818,-0.724188940744609,0.492843037165902,0.801261613557642,-6.34967890623812
"Dph2",0.093527603166221,1.882900779317,0.72379774652591,0.493068438908993,0.801342937409525,-6.34997484685253
"Psme1",-0.099735876759088,2.95338720757544,-0.723453729108969,0.493266714047612,0.801342937409525,-6.35023498485515
"Lars2",-0.30623048786569,11.7243348203679,-0.723426260614039,0.493282547835377,0.801342937409525,-6.35025575133121
"Pcdhb7",-0.106874470848214,1.93676043273755,-0.723315609521769,0.493346334332728,0.801342937409525,-6.3503393979051
"Tmem205",0.215763747989723,3.85160932306643,0.72321455991062,0.493404590658416,0.801342937409525,-6.350415776681
"Prnp",-0.371523655860186,5.32532341752523,-0.723202165867146,0.493411736286735,0.801342937409525,-6.35042514414223
"Slc25a40",-0.137551917885412,1.55668282682216,-0.723195900197766,0.493415348704766,0.801342937409525,-6.35042987970467
"Phospho2",-0.115366639079756,2.75010131449423,-0.722938627209527,0.493563692288797,0.801365643115212,-6.35062429504663
"Pgm2",-0.242848634395737,4.1159544252716,-0.722912845713712,0.493578559516492,0.801365643115212,-6.35064377427145
"Dcaf4",-0.186822352873512,2.61857311271062,-0.722765016734065,0.493663812673677,0.801382912351162,-6.35075545506388
"Inpp1",-0.152219330443504,1.83698593746502,-0.72246210563494,0.493838532175595,0.80152174412654,-6.35098423510491
"Pomt2",-0.139514444410108,3.09602756626333,-0.722357992288455,0.493898594285795,0.80152174412654,-6.35106284995667
"Tet1",0.14228394391498,2.58807523544167,0.722028789123709,0.494088540454705,0.801614373572592,-6.35131136382559
"1810031K17Rik",0.105041367334271,2.92109400445406,0.721809894342555,0.494214866657448,0.801614373572592,-6.35147655272468
"Wdr37",-0.0938735565371808,3.04026871489933,-0.721751340372505,0.494248662298266,0.801614373572592,-6.35152073319214
"Lipe",0.141334378206257,1.8117368227253,0.721705557042323,0.494275088158278,0.801614373572592,-6.3515552757465
"2700023E23Rik",-0.159463665872072,2.02040067031258,-0.721612394810681,0.494328863703098,0.801614373572592,-6.35162555888404
"Erh",-0.100347762971573,4.13728118148024,-0.721277725922058,0.494522074616753,0.801780439942566,-6.3518779745447
"Cyth2",0.102846366638538,3.7325977922428,0.721176405563566,0.494580578642412,0.801780439942566,-6.35195437311394
"Hdac6",0.150626261495981,2.73624240571227,0.720744432263691,0.494830058139536,0.801901336116562,-6.3522799906635
"Atp5d",-0.150138830429171,6.42394968264925,-0.720550458507753,0.494942111599,0.801901336116562,-6.35242615192366
"Arhgap33",0.216949255672399,1.37168131236079,0.720516082515047,0.494961971432173,0.801901336116562,-6.35245205107764
"Pigs",-0.17298066741936,4.22566508552671,-0.720500186636857,0.494971155038327,0.801901336116562,-6.35246402680416
"Tmem64",0.136394378924316,2.88674727771157,0.720400970102089,0.495028478440671,0.801901336116562,-6.35253876999995
"Vta1",-0.160494668771945,4.61292727888559,-0.719978490139361,0.495272619558986,0.80217583080433,-6.35285693977384
"Nek4",-0.158291607817403,2.20541237707097,-0.719434555139742,0.495587063145785,0.802476189881992,-6.35326634173818
"Nfat5",0.112923986295262,2.12653511918365,0.719338677302728,0.495642502792632,0.802476189881992,-6.35333847832562
"Aktip",0.16549113090572,3.84650655025499,0.719061140666534,0.495803006355835,0.802476189881992,-6.35354724492481
"Scmh1",-0.0859958654078938,1.41163419659629,-0.719055691212483,0.495806158197769,0.802476189881992,-6.35355134338208
"Rab11fip5",-0.124656385883521,1.65735866081264,-0.719011605292155,0.495831656988538,0.802476189881992,-6.35358449879945
"Mrpl28",-0.117802383038296,4.85555299653371,-0.71886422746546,0.495916904884141,0.802479792850148,-6.35369532364692
"Cdc23",-0.0928940113364979,3.90321988978388,-0.718749418244866,0.495983320757848,0.802479792850148,-6.35378164412502
"Rfk",-0.162581547918202,4.01652156387151,-0.718607947758584,0.496065167911587,0.802491324502251,-6.35388799388237
"Supt6h",0.107037638778977,3.95069124342086,0.718425674843406,0.496170634208158,0.802532781759082,-6.35402499019586
"Cdk20",0.157844580101594,1.05711517272156,0.718305387849532,0.496240242426635,0.802532781759082,-6.35411538156521
"Cops5",-0.102595047993718,5.30930193039606,-0.717363154361446,0.496785720018268,0.803156118167831,-6.35482298699685
"1200011I18Rik",-0.104614071815091,2.57021313752831,-0.716855537410667,0.497079752431649,0.803156118167831,-6.35520387050407
"Il1rapl1",0.194786805757329,1.46004327296741,0.716834416198134,0.497091989169943,0.803156118167831,-6.3552197135049
"Zdhhc4",-0.138587093120362,3.74112327801047,-0.716820534476966,0.497100031760302,0.803156118167831,-6.35523012595212
"Pold2",0.113073053129195,3.23938770811756,0.716771737083936,0.497128303963324,0.803156118167831,-6.35526672668801
"March5",-0.0990406875428879,4.26678736974767,-0.71671079246639,0.497163615497811,0.803156118167831,-6.35531243550823
"Stk11",-0.112461490046442,4.07916358369673,-0.716668631477207,0.49718804469127,0.803156118167831,-6.35534405454462
"Fam193a",-0.0959574809208757,2.84881581146805,-0.716606698022138,0.497223932001667,0.803156118167831,-6.35539049923481
"Cwf19l1",-0.110256419792704,1.94485695136196,-0.715932618117483,0.497614637053417,0.803666346158451,-6.35589577749267
"Phf14",-0.09946199240236,3.85678403342197,-0.715643008859749,0.497782559907642,0.80368313742159,-6.35611273801163
"Polr1a",-0.193460883594583,2.97678927921966,-0.715466152939773,0.497885123741378,0.80368313742159,-6.35624519238921
"Itpkb",-0.372488567210415,2.65839219205839,-0.715396477464035,0.497925534352667,0.80368313742159,-6.35629736738139
"Ino80b",-0.109597218760613,2.26728197773831,-0.715296119222287,0.497983744229499,0.80368313742159,-6.35637251083678
"Snta1",-0.379944669024885,1.53164632247626,-0.715193540383691,0.498043246702838,0.80368313742159,-6.35644930761051
"Nudt14",-0.200110756167137,2.28218655131438,-0.715140494084102,0.498074018871332,0.80368313742159,-6.35648901759365
"3300002I08Rik",-0.177044966522173,1.71140465922484,-0.714903716428895,0.498211388809756,0.803784034222139,-6.35666623636389
"Prr5",-0.217356460527672,1.52015285591288,-0.714769923895964,0.498289021421997,0.803788538611032,-6.35676635252331
"Vps11",-0.0995626461601579,3.36761532171198,-0.714408066504117,0.498499027463696,0.804006540765895,-6.35703704760449
"Carhsp1",0.176611811378645,4.46675291541657,0.713998916799309,0.498736549613548,0.804121914623334,-6.35734297880527
"0610009B22Rik",0.114068332105846,4.05357180698224,0.713864857497059,0.49881439065645,0.804121914623334,-6.35744318544872
"Pmepa1",-0.125758711656021,1.0561371133169,-0.713451162862603,0.499054651012993,0.804121914623334,-6.35775231193447
"Poli",-0.133961111867189,1.73240955279911,-0.713444519862555,0.499058509667931,0.804121914623334,-6.35775727454994
"Prps2",0.185342084314715,3.20176289211408,0.713440093953515,0.499061080513568,0.804121914623334,-6.35776058087812
"Pus7l",0.131714199430174,2.17562739747888,0.713408458489099,0.499079456628096,0.804121914623334,-6.35778421330116
"1700034H14Rik",-0.146454247207017,3.60373937101787,-0.713382280119849,0.499094663210349,0.804121914623334,-6.3578037684668
"Arrb2",0.125359676095834,3.02919776223593,0.713220739222746,0.499188506349712,0.804152476105581,-6.35792442539758
"Atp8b2",0.172510662043689,2.10343474730466,0.713009658600805,0.499311145730725,0.80422443842612,-6.35808204876756
"Atp6v1g1",0.0976137012927217,5.85657102451104,0.712631556772461,0.49953087486809,0.80422443842612,-6.35836429407063
"Fam162a",0.138183790161402,5.05263913670154,0.712630265818143,0.499531625198206,0.80422443842612,-6.35836525752116
"Kcnc1",-0.159324516249153,2.63024360311368,-0.71255145148684,0.499577435159007,0.80422443842612,-6.35842407450518
"Uba6",-0.0980375600062204,2.45253259736674,-0.7124097038319,0.499659831325982,0.80422443842612,-6.35852984283142
"Akap8l",-0.133837829820483,3.82642226898888,-0.712089732532313,0.499845859334614,0.80422443842612,-6.35876853035803
"Mapk14",-0.0941074786673306,3.24321363600943,-0.711990940352847,0.499903305224151,0.80422443842612,-6.35884220727343
"Rwdd2b",0.129877965488276,1.72809026639373,0.711982822374934,0.499908025875118,0.80422443842612,-6.35884826108204
"Sphk2",-0.112366100858009,2.54754445072224,-0.711916022251658,0.499946871637151,0.80422443842612,-6.35889807359254
"Suz12",-0.102310797866058,3.26562237739218,-0.711855634328207,0.499981990258026,0.80422443842612,-6.35894310109824
"1600012H06Rik",-0.139344804772093,2.7592436657845,-0.711586629308968,0.50013844979992,0.804355638042998,-6.3591436414307
"D14Abb1e",0.0920801150907028,3.11878389462213,0.7112127667397,0.500355949984525,0.804551455240928,-6.35942224363177
"Khsrp",0.12324392221474,3.95953331036136,0.710882190551102,0.500548319073123,0.804551455240928,-6.35966848388902
"Osbpl2",-0.117284557693157,3.25586010141939,-0.710785708644471,0.500604472975462,0.804551455240928,-6.3597403329526
"Ftsj3",-0.13320246683994,3.84883218827106,-0.710735853360265,0.500633491101459,0.804551455240928,-6.35977745637064
"Abhd16a",0.0916808909652789,3.26551999166349,0.710648100360673,0.500684570149797,0.804551455240928,-6.35984279387541
"Nipa2",0.131967437534502,3.48596103126103,0.710604969992105,0.500709676613628,0.804551455240928,-6.35987490454211
"Dnajb9",-0.188948160255573,3.25956096341348,-0.710161748321736,0.500967726358055,0.804845681538596,-6.36020478697939
"Rab5c",0.147363555980585,6.05693951433159,0.709553495736225,0.501322000485159,0.805294389053336,-6.36065721070198
"A230057D06Rik",-0.135232907463641,2.4252946660968,-0.709039455342265,0.501621528383993,0.80560280276018,-6.36103929827758
"Cadm2",0.122191895095271,3.13501929293189,0.708857075422425,0.501727827955903,0.80560280276018,-6.36117480443282
"Slc4a4",-0.549254295301005,4.42832424010628,-0.708730585280022,0.501801560959544,0.80560280276018,-6.36126876750064
"Golgb1",0.120737848631592,3.0476574294257,0.7085890682221,0.501884061741187,0.80560280276018,-6.36137387617623
"Cited2",0.203482067607957,1.77435187784614,0.708489683041081,0.501942006008253,0.80560280276018,-6.36144768152063
"Ube2z",0.0978202622280843,3.0436152321573,0.708338431543043,0.502030198108835,0.80560280276018,-6.36155998667347
"Mrpl20",-0.101005268240297,5.53880439668211,-0.708289947940962,0.502058470183424,0.80560280276018,-6.36159598166925
"Ankrd16",-0.130293173925967,2.29070748434727,-0.708166092844619,0.502130698081547,0.80560280276018,-6.36168792402091
"Rab6a",-0.183049746768346,6.09132518007199,-0.708004394813339,0.502225004815575,0.80560280276018,-6.36180793777342
"Zbtb33",-0.111831004860825,2.47341777804371,-0.707852144443151,0.502313811950525,0.80560280276018,-6.36192091779989
"AA960436",-0.181388176764319,1.90254590080654,-0.707717913830484,0.502392116696852,0.80560280276018,-6.3620205085853
"Pdap1",-0.0904149591812278,4.87216108830006,-0.707565044905653,0.502481303958806,0.80560280276018,-6.36213390801812
"Lhpp",0.2081176882149,2.84260171613513,0.707551644589624,0.502489122503766,0.80560280276018,-6.36214384747695
"Zmpste24",-0.132095748816798,3.80405992558277,-0.706642115037435,0.503019981356853,0.806333522354119,-6.36281809644736
"Phf12",0.121764403828813,2.65461022566177,0.706480158640009,0.503114547565221,0.806364757625798,-6.36293807892285
"Kdm5b",-0.0832499195719847,4.33840803069242,-0.706073081354244,0.503352290683227,0.806476373676518,-6.36323955007394
"Col5a1",0.17654421817845,1.15161170658846,0.706033803969802,0.503375233500254,0.806476373676518,-6.36326862998618
"Mageb16",-0.48168752462843,1.73046312668439,-0.705954613020927,0.503421492807663,0.806476373676518,-6.36332725657919
"Tet2",-0.0971543923684585,3.20975079083462,-0.70584667056955,0.503484551722631,0.806476373676518,-6.36340715933251
"Zfp799",0.120566690597775,3.39274174961042,0.7056813879529,0.503581118140799,0.806510767794837,-6.36352948684723
"Zfp72",-0.131431604052062,1.05198673948123,-0.705349956462551,0.503774793336754,0.806623783348479,-6.36377470854853
"Tmem192",0.173428390077515,2.16311947581178,0.705303586835204,0.503801893733855,0.806623783348479,-6.36380900888817
"Ing2",0.112895814744823,2.05245004245336,0.704788609421652,0.504102932237969,0.806985466125472,-6.36418981496771
"Zfp330",-0.0872431661061273,3.14130552569736,-0.704453367043272,0.504298966412419,0.807171661566465,-6.36443758490017
"Tada1",0.0866125532942674,4.13320701003746,0.704272950083091,0.504404486346232,0.807171661566465,-6.36457088482164
"Usp31",-0.163961855443942,2.25197087080582,-0.704204181397185,0.504444710654945,0.807171661566465,-6.3646216863707
"Alg6",-0.130788164948933,1.75969535381419,-0.703986106848208,0.504572280992857,0.8071954218237,-6.3647827564491
"Mrps25",-0.11194381371865,2.28894985593484,-0.703864127643637,0.504643646122936,0.8071954218237,-6.36487283163245
"Agk",0.100131465704383,1.16615132673338,0.703793392705928,0.504685033291075,0.8071954218237,-6.36492505946657
"2410089E03Rik",0.0985337641175251,2.13593223952206,0.703353792839241,0.504942293494683,0.807409059101482,-6.36524954074959
"Patz1",-0.0889413414347287,3.91021228824893,-0.703308230967673,0.504968961823525,0.807409059101482,-6.3652831612647
"Rpl13a",0.120821875566564,6.38869999860467,0.702560916271957,0.505406511258484,0.807911749577966,-6.36583434310471
"Hap1",-0.108355002902603,3.02035644918247,-0.702514316912993,0.505433803111206,0.807911749577966,-6.36586869569374
"Sept2",0.108357507447415,6.56436856952068,0.702225649120289,0.505602888492952,0.808061759287843,-6.36608145489437
"Ing3",-0.105243878478242,2.66171999513493,-0.702019624026085,0.505723588828197,0.808127600942516,-6.36623325707623
"Gm15941",-0.192706819436536,1.37467482483989,-0.701898471918751,0.505794574817094,0.808127600942516,-6.36632250568338
"Hoxb4",-0.151444568548687,1.0160883899011,-0.701589952233237,0.505975373197715,0.808296223136019,-6.36654972147374
"Habp4",-0.136625915994577,2.28993519639929,-0.701171692503153,0.506220548126181,0.808567621486494,-6.36685761979557
"Zbtb17",-0.0839107087821735,2.69459367371972,-0.701035283532836,0.506300524778715,0.8085751131782,-6.36695800178107
"Cwc15",-0.10080112017588,5.33780215041284,-0.700615468661899,0.506546713763659,0.808848008596743,-6.36726683339744
"Smg6",-0.108784708048137,2.45590930874619,-0.700469351531145,0.506632418336005,0.808864601297562,-6.36737428514511
"D16H22S680E",0.103450364517494,1.94494784744412,0.699362313401829,0.507282052947706,0.80965383889369,-6.36818775030953
"Fbxo21",0.0977565457774271,4.11257769133095,0.699344729904947,0.507292375676799,0.80965383889369,-6.36820066190233
"Sap130",0.143283517198291,2.34461556550039,0.699241608738121,0.50735291766802,0.80965383889369,-6.3682763783059
"Tubgcp4",0.0954720113436372,2.8641055231559,0.698943006876813,0.5075282518604,0.809784481557731,-6.36849557134911
"Snx16",-0.0890452320753746,1.66684716290702,-0.698845388882172,0.507585580060209,0.809784481557731,-6.36856721169524
"Prdx1",-0.195467503474125,5.48589409906327,-0.698293039181541,0.50791003770703,0.810146619403573,-6.36897240959319
"Ddx19a",0.110382869654856,2.61421796130207,0.69820215177788,0.507963439018963,0.810146619403573,-6.36903905707414
"Zfp12",-0.0982305839301953,3.2708218127032,-0.69734573558355,0.508466808263388,0.810561661370435,-6.36966669604592
"Zc3h11a",0.10167027508976,4.07634796844609,0.697304913241011,0.508490810135348,0.810561661370435,-6.36969659673754
"Msl1",0.0897421189744829,3.34083641759609,0.69726958868472,0.508511580123175,0.810561661370435,-6.36972246930348
"Dync1li2",-0.0905075871368832,4.52895647920526,-0.697103625677869,0.508609169697424,0.810561661370435,-6.36984400946799
"Rpl37a",0.174302517156213,3.75256746722498,0.697026607869342,0.508654461816012,0.810561661370435,-6.36990040363269
"Txnl4b",0.0959565728014393,2.28752968292196,0.696989136194824,0.508676498848858,0.810561661370435,-6.36992783928169
"Zfp882",0.180582415456105,2.14014145985681,0.696792697962476,0.508792033939036,0.810625492435136,-6.37007164463879
"Akap12",-0.356870299205049,2.47638898774898,-0.696565559357593,0.508925646537988,0.810718102019874,-6.3702378808842
"Pex10",0.100897133620615,2.1071737737075,0.696278900190475,0.509094303953272,0.810754699130446,-6.37044761154272
"Zfyve19",-0.122759549221943,2.03174225530005,-0.696267160085178,0.509101212073323,0.810754699130446,-6.37045619945315
"Csrp2bp",0.0991421746871849,2.74038122049954,0.696141616903348,0.509175088047938,0.810754699130446,-6.37054802670126
"Ppp1r2",0.0856603870976926,2.43414241980261,0.695697845787927,0.50943628084613,0.811050349286604,-6.37087250350965
"Sdccag3",0.0887324494639301,3.94248703121756,0.695533031904596,0.509533308236737,0.81108459025679,-6.37099296657798
"Nab1",0.133359542759739,2.16787924210407,0.694781168520025,0.509976087855729,0.811669114340624,-6.3715421925905
"Zfp438",-0.12929028994387,1.43668775590118,-0.694498491338177,0.510142623238018,0.811813864806091,-6.37174855131225
"Atp5e",0.180379654940665,7.48803634383621,0.694241525645034,0.51029404141701,0.811934519232399,-6.37193607710554
"Mrfap1",0.0846007720297089,6.79387293819793,0.69377608834189,0.510568376040073,0.812250682664846,-6.3722755860412
"Rad21",-0.150043107716356,4.68315518325817,-0.692926188606105,0.511069562379074,0.812723496240602,-6.37289502823779
"Ipo8",-0.0937545235627261,3.49737526367574,-0.692654499432161,0.511229844318015,0.812723496240602,-6.37309290770927
